Data supplied by UK-AIR on 22/3/2023
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Manchester Piccadilly,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"Ozone",status,unit,"PM<sub>2.5</sub> particulate matter (Hourly measured)",status,unit,"Sulphur dioxide",status,unit
 
01-01-2022,01:00,27.650,R,ugm-3 (FIDAS),2.33099,R,ugm-3,20.08514,R,ugm-3,23.65928,R,ugm-3,38.11787,R,ugm-3,21.793,R,ugm-3 (Ref.eq),0.40620,R,ugm-3
01-01-2022,02:00,12.050,R,ugm-3 (FIDAS),2.07670,R,ugm-3,17.55014,R,ugm-3,20.73437,R,ugm-3,35.52346,R,ugm-3,8.962,R,ugm-3 (Ref.eq),0.64992,R,ugm-3
01-01-2022,03:00,9.100,R,ugm-3 (FIDAS),1.90717,R,ugm-3,16.57511,R,ugm-3,19.49941,R,ugm-3,35.12432,R,ugm-3,6.580,R,ugm-3 (Ref.eq),0.30465,R,ugm-3
01-01-2022,04:00,8.375,R,ugm-3 (FIDAS),2.22504,R,ugm-3,15.21026,R,ugm-3,18.62193,R,ugm-3,35.67314,R,ugm-3,5.802,R,ugm-3 (Ref.eq),0.48744,R,ugm-3
01-01-2022,05:00,10.525,R,ugm-3 (FIDAS),1.55753,R,ugm-3,13.45510,R,ugm-3,15.84327,R,ugm-3,37.21981,R,ugm-3,7.217,R,ugm-3 (Ref.eq),0.73116,R,ugm-3
01-01-2022,06:00,12.250,R,ugm-3 (FIDAS),1.33502,R,ugm-3,12.43131,R,ugm-3,14.47831,R,ugm-3,38.46712,R,ugm-3,8.491,R,ugm-3 (Ref.eq),0.60930,R,ugm-3
01-01-2022,07:00,13.200,R,ugm-3 (FIDAS),1.01716,R,ugm-3,9.16505,R,ugm-3,10.72467,R,ugm-3,41.85981,R,ugm-3,8.255,R,ugm-3 (Ref.eq),0.48744,R,ugm-3
01-01-2022,08:00,13.925,R,ugm-3 (FIDAS),0.85823,R,ugm-3,8.33627,R,ugm-3,9.65221,R,ugm-3,41.90970,R,ugm-3,8.679,R,ugm-3 (Ref.eq),0.60930,R,ugm-3
01-01-2022,09:00,14.525,R,ugm-3 (FIDAS),1.08073,R,ugm-3,8.97008,R,ugm-3,10.62718,R,ugm-3,40.46282,R,ugm-3,8.561,R,ugm-3 (Ref.eq),0.54837,R,ugm-3
01-01-2022,10:00,14.900,R,ugm-3 (FIDAS),1.23966,R,ugm-3,8.58014,R,ugm-3,10.48093,R,ugm-3,42.75787,R,ugm-3,8.703,R,ugm-3 (Ref.eq),0.36558,R,ugm-3
01-01-2022,11:00,17.375,R,ugm-3 (FIDAS),2.73362,R,ugm-3,11.31054,R,ugm-3,15.50203,R,ugm-3,41.01164,R,ugm-3,9.882,R,ugm-3 (Ref.eq),0.54837,R,ugm-3
01-01-2022,12:00,20.100,R,ugm-3 (FIDAS),8.90014,R,ugm-3,15.35867,R,ugm-3,29.00537,R,ugm-3,39.16561,R,ugm-3,11.392,R,ugm-3 (Ref.eq),0.54837,R,ugm-3
01-01-2022,13:00,22.925,R,ugm-3 (FIDAS),12.55556,R,ugm-3,21.64841,R,ugm-3,40.90000,R,ugm-3,32.48002,R,ugm-3,13.160,R,ugm-3 (Ref.eq),0.67023,R,ugm-3
01-01-2022,14:00,23.875,R,ugm-3 (FIDAS),7.24726,R,ugm-3,18.18555,R,ugm-3,29.29786,R,ugm-3,37.51916,R,ugm-3,13.703,R,ugm-3 (Ref.eq),0.60930,R,ugm-3
01-01-2022,15:00,22.600,R,ugm-3 (FIDAS),4.25936,R,ugm-3,14.23595,R,ugm-3,20.76687,R,ugm-3,50.74067,R,ugm-3,13.278,R,ugm-3 (Ref.eq),0.73116,R,ugm-3
01-01-2022,16:00,26.300,R,ugm-3 (FIDAS),4.57722,R,ugm-3,17.45345,R,ugm-3,24.47176,R,ugm-3,51.48906,R,ugm-3,14.717,R,ugm-3 (Ref.eq),0.60930,R,ugm-3
01-01-2022,17:00,24.150,R,ugm-3 (FIDAS),6.64332,R,ugm-3,22.32898,R,ugm-3,32.51526,R,ugm-3,48.24605,R,ugm-3,14.269,R,ugm-3 (Ref.eq),0.67023,R,ugm-3
01-01-2022,18:00,21.300,R,ugm-3 (FIDAS),3.62363,R,ugm-3,17.89188,R,ugm-3,23.44804,R,ugm-3,54.43272,R,ugm-3,12.759,R,ugm-3 (Ref.eq),0.42651,R,ugm-3
01-01-2022,19:00,21.650,R,ugm-3 (FIDAS),4.48186,R,ugm-3,20.81707,R,ugm-3,27.68916,R,ugm-3,52.63659,R,ugm-3,13.160,R,ugm-3 (Ref.eq),0.42651,R,ugm-3
01-01-2022,20:00,19.450,R,ugm-3 (FIDAS),1.46217,R,ugm-3,15.98999,R,ugm-3,18.23195,R,ugm-3,53.33508,R,ugm-3,12.170,R,ugm-3 (Ref.eq),0.60930,R,ugm-3
01-01-2022,21:00,18.700,R,ugm-3 (FIDAS),0.89002,R,ugm-3,14.23486,R,ugm-3,15.59952,R,ugm-3,53.58455,R,ugm-3,11.651,R,ugm-3 (Ref.eq),0.48744,R,ugm-3
01-01-2022,22:00,16.925,R,ugm-3 (FIDAS),0.95359,R,ugm-3,13.89364,R,ugm-3,15.35578,R,ugm-3,53.68433,R,ugm-3,10.448,R,ugm-3 (Ref.eq),0.36558,R,ugm-3
01-01-2022,23:00,15.650,R,ugm-3 (FIDAS),0.66751,R,ugm-3,10.33490,R,ugm-3,11.35840,R,ugm-3,58.52390,R,ugm-3,9.198,R,ugm-3 (Ref.eq),0.36558,R,ugm-3
01-01-2022,24:00,15.750,R,ugm-3 (FIDAS),0.50858,R,ugm-3,7.75118,R,ugm-3,8.53099,R,ugm-3,63.16391,R,ugm-3,9.316,R,ugm-3 (Ref.eq),0.67023,R,ugm-3
02-01-2022,01:00,15.175,R,ugm-3 (FIDAS),0.63584,R,ugm-3,7.99741,R,ugm-3,8.97234,R,ugm-3,62.19932,R,ugm-3,8.915,R,ugm-3 (Ref.eq),0.48743,R,ugm-3
02-01-2022,02:00,13.725,R,ugm-3 (FIDAS),0.50867,R,ugm-3,8.12738,R,ugm-3,8.90732,R,ugm-3,63.52978,R,ugm-3,8.208,R,ugm-3 (Ref.eq),0.32495,R,ugm-3
02-01-2022,03:00,14.825,R,ugm-3 (FIDAS),0.57225,R,ugm-3,8.53376,R,ugm-3,9.41120,R,ugm-3,59.42197,R,ugm-3,8.538,R,ugm-3 (Ref.eq),0.12186,R,ugm-3
02-01-2022,04:00,14.025,R,ugm-3 (FIDAS),0.79480,R,ugm-3,12.09355,R,ugm-3,13.31222,R,ugm-3,49.19401,R,ugm-3,8.915,R,ugm-3 (Ref.eq),0.48743,R,ugm-3
02-01-2022,05:00,11.725,R,ugm-3 (FIDAS),0.79480,R,ugm-3,12.67871,R,ugm-3,13.89737,R,ugm-3,44.25465,R,ugm-3,8.184,R,ugm-3 (Ref.eq),0.24371,R,ugm-3
02-01-2022,06:00,7.950,R,ugm-3 (FIDAS),0.98555,R,ugm-3,14.04416,R,ugm-3,15.55531,R,ugm-3,48.39573,R,ugm-3,5.613,R,ugm-3 (Ref.eq),0.18279,R,ugm-3
