Data supplied by UK-AIR on 13/4/2024
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Manchester Piccadilly,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"Ozone",status,unit,"PM<sub>2.5</sub> particulate matter (Hourly measured)",status,unit,"Sulphur dioxide",status,unit
01-01-2023,10:00,5.125,R,ugm-3 (FIDAS),0.60281,R,ugm-3,12.60383,R,ugm-3,13.52812,R,ugm-3,53.38498,R,ugm-3,2.972,R,ugm-3 (Ref.eq),0.47584,R,ugm-3
01-01-2023,11:00,8.025,R,ugm-3 (FIDAS),1.39400,R,ugm-3,20.00475,R,ugm-3,22.14218,R,ugm-3,49.59315,R,ugm-3,3.609,R,ugm-3 (Ref.eq),0.47584,R,ugm-3
01-01-2023,12:00,7.775,R,ugm-3 (FIDAS),1.35632,R,ugm-3,15.78439,R,ugm-3,17.86406,R,ugm-3,55.92949,R,ugm-3,4.080,R,ugm-3 (Ref.eq),0.67978,R,ugm-3
01-01-2023,13:00,13.125,R,ugm-3 (FIDAS),1.54470,R,ugm-3,19.13774,R,ugm-3,21.50624,R,ugm-3,49.89250,R,ugm-3,5.708,R,ugm-3 (Ref.eq),0.81573,R,ugm-3
01-01-2023,14:00,14.050,R,ugm-3 (FIDAS),1.16794,R,ugm-3,14.39668,R,ugm-3,16.18749,R,ugm-3,53.03573,R,ugm-3,6.392,R,ugm-3 (Ref.eq),0.74775,R,ugm-3
01-01-2023,15:00,16.700,R,ugm-3 (FIDAS),1.09259,R,ugm-3,19.77315,R,ugm-3,21.44843,R,ugm-3,46.69938,R,ugm-3,8.326,R,ugm-3 (Ref.eq),0.74775,R,ugm-3
01-01-2023,16:00,14.525,R,ugm-3 (FIDAS),1.09259,R,ugm-3,22.20127,R,ugm-3,23.87656,R,ugm-3,45.40218,R,ugm-3,7.759,R,ugm-3 (Ref.eq),0.54382,R,ugm-3
01-01-2023,17:00,13.075,R,ugm-3 (FIDAS),1.24329,R,ugm-3,23.64676,R,ugm-3,25.55312,R,ugm-3,43.00734,R,ugm-3,7.642,R,ugm-3 (Ref.eq),0.54382,R,ugm-3
01-01-2023,18:00,11.650,R,ugm-3 (FIDAS),1.20562,R,ugm-3,23.87796,R,ugm-3,25.72655,R,ugm-3,43.20691,R,ugm-3,7.783,R,ugm-3 (Ref.eq),0.61180,R,ugm-3
01-01-2023,19:00,11.500,R,ugm-3 (FIDAS),1.20562,R,ugm-3,26.59515,R,ugm-3,28.44374,R,ugm-3,38.66669,R,ugm-3,7.783,R,ugm-3 (Ref.eq),0.61180,R,ugm-3
01-01-2023,20:00,11.600,R,ugm-3 (FIDAS),1.05492,R,ugm-3,26.88404,R,ugm-3,28.50155,R,ugm-3,39.91400,R,ugm-3,8.066,R,ugm-3 (Ref.eq),0.61180,R,ugm-3
01-01-2023,21:00,9.200,R,ugm-3 (FIDAS),1.69540,R,ugm-3,37.05978,R,ugm-3,39.65936,R,ugm-3,31.13292,R,ugm-3,6.910,R,ugm-3 (Ref.eq),0.54382,R,ugm-3
01-01-2023,22:00,11.300,R,ugm-3 (FIDAS),2.03448,R,ugm-3,36.77112,R,ugm-3,39.89061,R,ugm-3,28.53851,R,ugm-3,8.538,R,ugm-3 (Ref.eq),0.74775,R,ugm-3
01-01-2023,23:00,14.675,R,ugm-3 (FIDAS),1.99681,R,ugm-3,32.60857,R,ugm-3,35.67030,R,ugm-3,26.34324,R,ugm-3,11.109,R,ugm-3 (Ref.eq),0.54382,R,ugm-3
01-01-2023,24:00,11.125,R,ugm-3 (FIDAS),1.09259,R,ugm-3,20.58252,R,ugm-3,22.25781,R,ugm-3,34.67529,R,ugm-3,7.995,R,ugm-3 (Ref.eq),0.54382,R,ugm-3
02-01-2023,01:00,6.650,R,ugm-3 (FIDAS),1.00410,R,ugm-3,11.17167,R,ugm-3,12.71126,R,ugm-3,48.49551,R,ugm-3,4.741,R,ugm-3 (Ref.eq),0.72504,R,ugm-3
02-01-2023,02:00,7.050,R,ugm-3 (FIDAS),0.60246,R,ugm-3,14.94606,R,ugm-3,15.86981,R,ugm-3,45.50196,R,ugm-3,4.410,R,ugm-3 (Ref.eq),1.08756,R,ugm-3
02-01-2023,03:00,5.625,R,ugm-3 (FIDAS),0.60246,R,ugm-3,17.39201,R,ugm-3,18.31577,R,ugm-3,44.10497,R,ugm-3,4.104,R,ugm-3 (Ref.eq),0.67973,R,ugm-3
02-01-2023,04:00,6.325,R,ugm-3 (FIDAS),0.60246,R,ugm-3,15.60088,R,ugm-3,16.52464,R,ugm-3,43.00734,R,ugm-3,4.623,R,ugm-3 (Ref.eq),0.54378,R,ugm-3
02-01-2023,05:00,5.550,R,ugm-3 (FIDAS),0.64011,R,ugm-3,16.06315,R,ugm-3,17.04464,R,ugm-3,40.86196,R,ugm-3,4.151,R,ugm-3 (Ref.eq),0.61175,R,ugm-3
02-01-2023,06:00,5.350,R,ugm-3 (FIDAS),0.90369,R,ugm-3,18.66349,R,ugm-3,20.04912,R,ugm-3,38.16776,R,ugm-3,3.538,R,ugm-3 (Ref.eq),0.74770,R,ugm-3
02-01-2023,07:00,4.475,R,ugm-3 (FIDAS),1.39318,R,ugm-3,19.01073,R,ugm-3,21.14691,R,ugm-3,35.42368,R,ugm-3,2.830,R,ugm-3 (Ref.eq),0.61175,R,ugm-3
02-01-2023,08:00,4.775,R,ugm-3 (FIDAS),1.16726,R,ugm-3,21.49494,R,ugm-3,23.28471,R,ugm-3,37.56905,R,ugm-3,2.359,R,ugm-3 (Ref.eq),0.54378,R,ugm-3
02-01-2023,09:00,6.000,R,ugm-3 (FIDAS),1.99564,R,ugm-3,24.38483,R,ugm-3,27.44476,R,ugm-3,37.71873,R,ugm-3,2.406,R,ugm-3 (Ref.eq),0.54378,R,ugm-3
02-01-2023,10:00,8.225,R,ugm-3 (FIDAS),3.27586,R,ugm-3,27.91080,R,ugm-3,32.93372,R,ugm-3,34.72518,R,ugm-3,2.877,R,ugm-3 (Ref.eq),0.27189,R,ugm-3
02-01-2023,11:00,10.000,R,ugm-3 (FIDAS),5.34680,R,ugm-3,32.24660,R,ugm-3,40.44491,R,ugm-3,33.02884,R,ugm-3,3.868,R,ugm-3 (Ref.eq),0.47581,R,ugm-3
02-01-2023,12:00,11.050,R,ugm-3 (FIDAS),4.66904,R,ugm-3,31.61024,R,ugm-3,38.76934,R,ugm-3,38.41723,R,ugm-3,4.175,R,ugm-3 (Ref.eq),0.61175,R,ugm-3
02-01-2023,13:00,10.675,R,ugm-3 (FIDAS),5.12088,R,ugm-3,31.61077,R,ugm-3,39.46268,R,ugm-3,36.17206,R,ugm-3,5.024,R,ugm-3 (Ref.eq),0.74770,R,ugm-3
02-01-2023,14:00,13.725,R,ugm-3 (FIDAS),3.08759,R,ugm-3,27.10168,R,ugm-3,31.83592,R,ugm-3,45.75142,R,ugm-3,6.698,R,ugm-3 (Ref.eq),0.88365,R,ugm-3
02-01-2023,15:00,12.825,R,ugm-3 (FIDAS),3.95362,R,ugm-3,35.94279,R,ugm-3,42.00493,R,ugm-3,39.06583,R,ugm-3,6.415,R,ugm-3 (Ref.eq),0.81567,R,ugm-3
02-01-2023,16:00,11.425,R,ugm-3 (FIDAS),5.45977,R,ugm-3,48.48247,R,ugm-3,56.85399,R,ugm-3,22.95055,R,ugm-3,6.745,R,ugm-3 (Ref.eq),0.61175,R,ugm-3
02-01-2023,17:00,11.100,R,ugm-3 (FIDAS),24.21123,R,ugm-3,70.05565,R,ugm-3,107.17902,R,ugm-3,7.13463,R,ugm-3,7.854,R,ugm-3 (Ref.eq),0.95162,R,ugm-3
02-01-2023,18:00,15.850,R,ugm-3 (FIDAS),60.77283,R,ugm-3,80.15164,R,ugm-3,173.33534,R,ugm-3,1.89592,R,ugm-3,11.061,R,ugm-3 (Ref.eq),2.71891,R,ugm-3
02-01-2023,19:00,16.875,R,ugm-3 (FIDAS),29.97222,R,ugm-3,67.11565,R,ugm-3,113.07242,R,ugm-3,1.99570,R,ugm-3,13.373,R,ugm-3 (Ref.eq),1.69932,R,ugm-3
02-01-2023,20:00,17.950,R,ugm-3 (FIDAS),19.76811,R,ugm-3,60.92149,R,ugm-3,91.23217,R,ugm-3,3.39269,R,ugm-3,15.354,R,ugm-3 (Ref.eq),1.63135,R,ugm-3
02-01-2023,21:00,16.300,R,ugm-3 (FIDAS),23.08163,R,ugm-3,61.61868,R,ugm-3,97.01001,R,ugm-3,2.09549,R,ugm-3,13.349,R,ugm-3 (Ref.eq),1.56338,R,ugm-3
02-01-2023,22:00,14.875,R,ugm-3 (FIDAS),11.10780,R,ugm-3,52.30242,R,ugm-3,69.33414,R,ugm-3,7.18452,R,ugm-3,12.217,R,ugm-3 (Ref.eq),1.08756,R,ugm-3
02-01-2023,23:00,11.850,R,ugm-3 (FIDAS),4.21720,R,ugm-3,40.33426,R,ugm-3,46.80054,R,ugm-3,15.81592,R,ugm-3,9.859,R,ugm-3 (Ref.eq),0.74770,R,ugm-3
02-01-2023,24:00,12.825,R,ugm-3 (FIDAS),5.53507,R,ugm-3,42.64694,R,ugm-3,51.13393,R,ugm-3,14.56861,R,ugm-3,10.826,R,ugm-3 (Ref.eq),0.67973,R,ugm-3
03-01-2023,01:00,9.500,R,ugm-3 (FIDAS),8.63017,R,ugm-3,45.66657,R,ugm-3,58.89930,R,ugm-3,12.70596,R,ugm-3,7.901,R,ugm-3 (Ref.eq),0.27187,R,ugm-3
03-01-2023,02:00,7.325,R,ugm-3 (FIDAS),2.91017,R,ugm-3,32.41723,R,ugm-3,36.87943,R,ugm-3,25.14582,R,ugm-3,5.165,R,ugm-3 (Ref.eq),0.45312,R,ugm-3
03-01-2023,03:00,4.625,R,ugm-3 (FIDAS),1.99447,R,ugm-3,28.47031,R,ugm-3,31.52845,R,ugm-3,29.58625,R,ugm-3,3.467,R,ugm-3 (Ref.eq),0.20391,R,ugm-3
03-01-2023,04:00,4.750,R,ugm-3 (FIDAS),2.14500,R,ugm-3,28.70146,R,ugm-3,31.99041,R,ugm-3,28.58840,R,ugm-3,3.090,R,ugm-3 (Ref.eq),0.13594,R,ugm-3
03-01-2023,05:00,5.450,R,ugm-3 (FIDAS),1.54289,R,ugm-3,21.59820,R,ugm-3,23.96393,R,ugm-3,36.77077,R,ugm-3,3.774,R,ugm-3 (Ref.eq),0.33984,R,ugm-3
03-01-2023,06:00,5.775,R,ugm-3 (FIDAS),1.43000,R,ugm-3,18.30663,R,ugm-3,20.49927,R,ugm-3,45.65164,R,ugm-3,4.481,R,ugm-3 (Ref.eq),0.33984,R,ugm-3
03-01-2023,07:00,6.400,R,ugm-3 (FIDAS),3.31158,R,ugm-3,21.31152,R,ugm-3,26.38920,R,ugm-3,45.50196,R,ugm-3,5.142,R,ugm-3 (Ref.eq),0.61171,R,ugm-3
03-01-2023,08:00,7.425,R,ugm-3 (FIDAS),5.04263,R,ugm-3,31.59203,R,ugm-3,39.32395,R,ugm-3,37.81852,R,ugm-3,5.590,R,ugm-3 (Ref.eq),0.61171,R,ugm-3
03-01-2023,09:00,7.650,R,ugm-3 (FIDAS),4.92973,R,ugm-3,30.03280,R,ugm-3,37.59161,R,ugm-3,37.12002,R,ugm-3,5.354,R,ugm-3 (Ref.eq),0.74765,R,ugm-3
03-01-2023,10:00,8.050,R,ugm-3 (FIDAS),4.77921,R,ugm-3,29.22420,R,ugm-3,36.55221,R,ugm-3,39.36518,R,ugm-3,4.741,R,ugm-3 (Ref.eq),0.67968,R,ugm-3
03-01-2023,11:00,6.275,R,ugm-3 (FIDAS),5.41894,R,ugm-3,31.82344,R,ugm-3,40.13237,R,ugm-3,36.62110,R,ugm-3,3.420,R,ugm-3 (Ref.eq),0.81562,R,ugm-3
03-01-2023,12:00,5.025,R,ugm-3 (FIDAS),5.15552,R,ugm-3,30.78374,R,ugm-3,38.68876,R,ugm-3,37.81852,R,ugm-3,2.925,R,ugm-3 (Ref.eq),0.67968,R,ugm-3
03-01-2023,13:00,5.100,R,ugm-3 (FIDAS),4.81684,R,ugm-3,32.34245,R,ugm-3,39.72816,R,ugm-3,37.56905,R,ugm-3,2.901,R,ugm-3 (Ref.eq),0.67968,R,ugm-3
03-01-2023,14:00,5.450,R,ugm-3 (FIDAS),4.77921,R,ugm-3,34.53669,R,ugm-3,41.86470,R,ugm-3,34.82497,R,ugm-3,3.373,R,ugm-3 (Ref.eq),0.67968,R,ugm-3
03-01-2023,15:00,5.700,R,ugm-3 (FIDAS),4.29000,R,ugm-3,31.93763,R,ugm-3,38.51553,R,ugm-3,39.11572,R,ugm-3,3.255,R,ugm-3 (Ref.eq),0.67968,R,ugm-3
03-01-2023,16:00,4.250,R,ugm-3 (FIDAS),3.34921,R,ugm-3,25.98886,R,ugm-3,31.12424,R,ugm-3,42.65809,R,ugm-3,2.689,R,ugm-3 (Ref.eq),0.67968,R,ugm-3
03-01-2023,17:00,4.025,R,ugm-3 (FIDAS),3.23631,R,ugm-3,25.87324,R,ugm-3,30.83552,R,ugm-3,42.80777,R,ugm-3,2.877,R,ugm-3 (Ref.eq),0.67968,R,ugm-3
03-01-2023,18:00,3.150,R,ugm-3 (FIDAS),3.95131,R,ugm-3,27.95287,R,ugm-3,34.01146,R,ugm-3,41.71013,R,ugm-3,2.453,R,ugm-3 (Ref.eq),0.67968,R,ugm-3
03-01-2023,19:00,3.150,R,ugm-3 (FIDAS),3.46210,R,ugm-3,28.29877,R,ugm-3,33.60725,R,ugm-3,40.21336,R,ugm-3,2.241,R,ugm-3 (Ref.eq),0.54374,R,ugm-3
03-01-2023,20:00,2.675,R,ugm-3 (FIDAS),2.82236,R,ugm-3,24.42915,R,ugm-3,28.75672,R,ugm-3,42.65809,R,ugm-3,1.958,R,ugm-3 (Ref.eq),0.74765,R,ugm-3
03-01-2023,21:00,2.975,R,ugm-3 (FIDAS),2.14500,R,ugm-3,20.38626,R,ugm-3,23.67521,R,ugm-3,44.75357,R,ugm-3,2.075,R,ugm-3 (Ref.eq),0.88359,R,ugm-3
03-01-2023,22:00,2.950,R,ugm-3 (FIDAS),1.91921,R,ugm-3,20.96344,R,ugm-3,23.90619,R,ugm-3,43.70583,R,ugm-3,2.028,R,ugm-3 (Ref.eq),0.67968,R,ugm-3
03-01-2023,23:00,2.300,R,ugm-3 (FIDAS),1.73105,R,ugm-3,19.05766,R,ugm-3,21.71190,R,ugm-3,44.75357,R,ugm-3,1.486,R,ugm-3 (Ref.eq),0.61171,R,ugm-3
03-01-2023,24:00,2.650,R,ugm-3 (FIDAS),2.44605,R,ugm-3,20.96405,R,ugm-3,24.71461,R,ugm-3,45.15271,R,ugm-3,1.368,R,ugm-3 (Ref.eq),0.61171,R,ugm-3
04-01-2023,01:00,2.050,R,ugm-3 (FIDAS),1.40409,R,ugm-3,12.15927,R,ugm-3,14.31218,R,ugm-3,51.88820,R,ugm-3,1.109,R,ugm-3 (Ref.eq),0.36247,R,ugm-3
04-01-2023,02:00,1.950,R,ugm-3 (FIDAS),0.40117,R,ugm-3,6.38708,R,ugm-3,7.00219,R,ugm-3,62.93107,R,ugm-3,0.920,R,ugm-3 (Ref.eq),0.63433,R,ugm-3
04-01-2023,03:00,1.200,R,ugm-3 (FIDAS),0.48892,R,ugm-3,5.65618,R,ugm-3,6.40585,R,ugm-3,59.87100,R,ugm-3,0.637,R,ugm-3 (Ref.eq),0.67963,R,ugm-3
04-01-2023,04:00,0.925,R,ugm-3 (FIDAS),0.41370,R,ugm-3,5.77151,R,ugm-3,6.40585,R,ugm-3,63.96219,R,ugm-3,0.519,R,ugm-3 (Ref.eq),0.74760,R,ugm-3
04-01-2023,05:00,4.400,R,ugm-3 (FIDAS),0.41370,R,ugm-3,8.19535,R,ugm-3,8.82969,R,ugm-3,62.26584,R,ugm-3,2.453,R,ugm-3 (Ref.eq),0.67963,R,ugm-3
04-01-2023,06:00,7.675,R,ugm-3 (FIDAS),0.82741,R,ugm-3,12.81266,R,ugm-3,14.08133,R,ugm-3,55.43057,R,ugm-3,4.363,R,ugm-3 (Ref.eq),0.54371,R,ugm-3
04-01-2023,07:00,10.500,R,ugm-3 (FIDAS),1.24111,R,ugm-3,16.16033,R,ugm-3,18.06335,R,ugm-3,54.28304,R,ugm-3,6.274,R,ugm-3 (Ref.eq),0.54371,R,ugm-3
04-01-2023,08:00,14.100,R,ugm-3 (FIDAS),2.18135,R,ugm-3,21.70161,R,ugm-3,25.04631,R,ugm-3,50.94024,R,ugm-3,8.019,R,ugm-3 (Ref.eq),0.47575,R,ugm-3
04-01-2023,09:00,19.475,R,ugm-3 (FIDAS),3.79856,R,ugm-3,27.99391,R,ugm-3,33.81828,R,ugm-3,42.70798,R,ugm-3,9.269,R,ugm-3 (Ref.eq),0.67963,R,ugm-3
04-01-2023,10:00,15.300,R,ugm-3 (FIDAS),4.73880,R,ugm-3,32.26556,R,ugm-3,39.53161,R,ugm-3,37.96819,R,ugm-3,7.877,R,ugm-3 (Ref.eq),0.67963,R,ugm-3
04-01-2023,11:00,16.375,R,ugm-3 (FIDAS),3.68573,R,ugm-3,25.74307,R,ugm-3,31.39445,R,ugm-3,42.45852,R,ugm-3,8.962,R,ugm-3 (Ref.eq),0.67963,R,ugm-3
04-01-2023,12:00,18.925,R,ugm-3 (FIDAS),4.09944,R,ugm-3,26.66691,R,ugm-3,32.95263,R,ugm-3,38.86626,R,ugm-3,9.151,R,ugm-3 (Ref.eq),1.01945,R,ugm-3
04-01-2023,13:00,16.000,R,ugm-3 (FIDAS),2.48223,R,ugm-3,20.14378,R,ugm-3,23.94981,R,ugm-3,43.45637,R,ugm-3,8.821,R,ugm-3 (Ref.eq),0.74760,R,ugm-3
04-01-2023,14:00,12.575,R,ugm-3 (FIDAS),2.63267,R,ugm-3,17.66241,R,ugm-3,21.69911,R,ugm-3,44.55400,R,ugm-3,6.910,R,ugm-3 (Ref.eq),0.74760,R,ugm-3
04-01-2023,15:00,13.450,R,ugm-3 (FIDAS),2.59506,R,ugm-3,19.27825,R,ugm-3,23.25729,R,ugm-3,41.46067,R,ugm-3,6.698,R,ugm-3 (Ref.eq),0.81556,R,ugm-3
04-01-2023,16:00,13.750,R,ugm-3 (FIDAS),2.59506,R,ugm-3,19.22054,R,ugm-3,23.19957,R,ugm-3,42.70798,R,ugm-3,6.722,R,ugm-3 (Ref.eq),0.74760,R,ugm-3
04-01-2023,17:00,12.525,R,ugm-3 (FIDAS),1.95570,R,ugm-3,19.97004,R,ugm-3,22.96873,R,ugm-3,41.46067,R,ugm-3,6.910,R,ugm-3 (Ref.eq),0.54371,R,ugm-3
04-01-2023,18:00,11.375,R,ugm-3 (FIDAS),3.12159,R,ugm-3,23.37630,R,ugm-3,28.16267,R,ugm-3,40.26325,R,ugm-3,6.627,R,ugm-3 (Ref.eq),0.61167,R,ugm-3
04-01-2023,19:00,12.400,R,ugm-3 (FIDAS),1.57960,R,ugm-3,16.56470,R,ugm-3,18.98672,R,ugm-3,43.95529,R,ugm-3,6.840,R,ugm-3 (Ref.eq),0.74760,R,ugm-3
04-01-2023,20:00,13.700,R,ugm-3 (FIDAS),1.20351,R,ugm-3,15.29464,R,ugm-3,17.13998,R,ugm-3,44.20476,R,ugm-3,7.406,R,ugm-3 (Ref.eq),0.74760,R,ugm-3
04-01-2023,21:00,13.325,R,ugm-3 (FIDAS),1.05307,R,ugm-3,15.75615,R,ugm-3,17.37082,R,ugm-3,42.35873,R,ugm-3,7.123,R,ugm-3 (Ref.eq),1.01945,R,ugm-3
04-01-2023,22:00,9.925,R,ugm-3 (FIDAS),0.97785,R,ugm-3,10.96610,R,ugm-3,12.46544,R,ugm-3,48.94454,R,ugm-3,6.109,R,ugm-3 (Ref.eq),0.74760,R,ugm-3
04-01-2023,23:00,8.800,R,ugm-3 (FIDAS),0.90263,R,ugm-3,10.27349,R,ugm-3,11.65750,R,ugm-3,50.39143,R,ugm-3,4.458,R,ugm-3 (Ref.eq),0.74760,R,ugm-3
04-01-2023,24:00,9.000,R,ugm-3 (FIDAS),0.75219,R,ugm-3,8.36887,R,ugm-3,9.52221,R,ugm-3,52.48691,R,ugm-3,4.670,R,ugm-3 (Ref.eq),0.54371,R,ugm-3
05-01-2023,01:00,11.850,R,ugm-3 (FIDAS),0.85198,R,ugm-3,6.15312,R,ugm-3,7.45948,R,ugm-3,53.81738,R,ugm-3,5.826,R,ugm-3 (Ref.eq),0.99673,R,ugm-3
05-01-2023,02:00,11.950,R,ugm-3 (FIDAS),0.50117,R,ugm-3,7.61385,R,ugm-3,8.38230,R,ugm-3,51.95472,R,ugm-3,6.203,R,ugm-3 (Ref.eq),0.72489,R,ugm-3
05-01-2023,03:00,12.750,R,ugm-3 (FIDAS),0.45105,R,ugm-3,7.67147,R,ugm-3,8.36307,R,ugm-3,51.13981,R,ugm-3,6.557,R,ugm-3 (Ref.eq),0.67959,R,ugm-3
05-01-2023,04:00,13.775,R,ugm-3 (FIDAS),0.56381,R,ugm-3,8.13301,R,ugm-3,8.99751,R,ugm-3,49.59315,R,ugm-3,6.840,R,ugm-3 (Ref.eq),0.74755,R,ugm-3
05-01-2023,05:00,13.200,R,ugm-3 (FIDAS),0.71416,R,ugm-3,12.51659,R,ugm-3,13.61162,R,ugm-3,44.30454,R,ugm-3,6.769,R,ugm-3 (Ref.eq),0.74755,R,ugm-3
05-01-2023,06:00,8.000,R,ugm-3 (FIDAS),1.35315,R,ugm-3,16.32395,R,ugm-3,18.39876,R,ugm-3,37.07013,R,ugm-3,4.575,R,ugm-3 (Ref.eq),0.81551,R,ugm-3
05-01-2023,07:00,9.875,R,ugm-3 (FIDAS),5.45019,R,ugm-3,33.05478,R,ugm-3,41.41162,R,ugm-3,24.99614,R,ugm-3,5.519,R,ugm-3 (Ref.eq),0.74755,R,ugm-3
05-01-2023,08:00,11.800,R,ugm-3 (FIDAS),8.68271,R,ugm-3,45.80495,R,ugm-3,59.11826,R,ugm-3,17.46238,R,ugm-3,6.321,R,ugm-3 (Ref.eq),0.95142,R,ugm-3
05-01-2023,09:00,17.300,R,ugm-3 (FIDAS),16.87679,R,ugm-3,58.90686,R,ugm-3,84.78424,R,ugm-3,8.63140,R,ugm-3,8.514,R,ugm-3 (Ref.eq),1.01938,R,ugm-3
05-01-2023,10:00,15.850,R,ugm-3 (FIDAS),16.46332,R,ugm-3,61.67485,R,ugm-3,86.91826,R,ugm-3,7.93291,R,ugm-3,9.269,R,ugm-3 (Ref.eq),1.15530,R,ugm-3
05-01-2023,11:00,10.150,R,ugm-3 (FIDAS),9.02100,R,ugm-3,39.34559,R,ugm-3,53.17759,R,ugm-3,22.05249,R,ugm-3,5.377,R,ugm-3 (Ref.eq),1.15530,R,ugm-3
05-01-2023,12:00,8.650,R,ugm-3 (FIDAS),7.81820,R,ugm-3,34.09567,R,ugm-3,46.08340,R,ugm-3,25.54496,R,ugm-3,4.292,R,ugm-3 (Ref.eq),0.54367,R,ugm-3
05-01-2023,13:00,13.425,R,ugm-3 (FIDAS),,,,,,,,,,,,,6.509,R,ugm-3 (Ref.eq),0.63428,R,ugm-3
05-01-2023,14:00,10.550,R,ugm-3 (FIDAS),5.41260,R,ugm-3,30.30550,R,ugm-3,38.60470,R,ugm-3,37.58568,R,ugm-3,6.226,R,ugm-3 (Ref.eq),0.54367,R,ugm-3
05-01-2023,15:00,9.675,R,ugm-3 (FIDAS),4.69844,R,ugm-3,30.40081,R,ugm-3,37.60498,R,ugm-3,40.31314,R,ugm-3,5.071,R,ugm-3 (Ref.eq),1.22326,R,ugm-3
05-01-2023,16:00,6.775,R,ugm-3 (FIDAS),4.24739,R,ugm-3,32.18826,R,ugm-3,38.70083,R,ugm-3,36.82067,R,ugm-3,4.175,R,ugm-3 (Ref.eq),1.08734,R,ugm-3
05-01-2023,17:00,7.575,R,ugm-3 (FIDAS),4.66085,R,ugm-3,34.72649,R,ugm-3,41.87303,R,ugm-3,37.46927,R,ugm-3,4.198,R,ugm-3 (Ref.eq),0.74755,R,ugm-3
05-01-2023,18:00,7.775,R,ugm-3 (FIDAS),3.90910,R,ugm-3,32.07252,R,ugm-3,38.06639,R,ugm-3,38.21766,R,ugm-3,4.929,R,ugm-3 (Ref.eq),0.54367,R,ugm-3
05-01-2023,19:00,7.950,R,ugm-3 (FIDAS),3.79634,R,ugm-3,31.72633,R,ugm-3,37.54730,R,ugm-3,38.31744,R,ugm-3,5.094,R,ugm-3 (Ref.eq),0.54367,R,ugm-3
05-01-2023,20:00,5.300,R,ugm-3 (FIDAS),2.85665,R,ugm-3,26.18833,R,ugm-3,30.56847,R,ugm-3,44.65379,R,ugm-3,3.632,R,ugm-3 (Ref.eq),0.54367,R,ugm-3
05-01-2023,21:00,3.375,R,ugm-3 (FIDAS),1.50350,R,ugm-3,16.43948,R,ugm-3,18.74481,R,ugm-3,53.78412,R,ugm-3,2.382,R,ugm-3 (Ref.eq),0.54367,R,ugm-3
