Data supplied by UK-AIR on 5/5/2022
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Birmingham A4540 Roadside,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"Ozone",status,unit,"PM<sub>2.5</sub> particulate matter (Hourly measured)",status,unit,"Black Carbon (880nm)",status,unit,"Blue Particulate matter (470nm)",status,unit,"Infra Red Particulate matter (950nm)",status,unit,"Red Particulate matter (660nm)",status,unit,"UV Particulate Matter (UV-BC)",status,unit,"UV Particulate Matter (370nm)",status,unit,"Yellow Particulate matter (590nm)",status,unit
 
01-01-2021,01:00,42.800,R,ugm-3 (FIDAS),23.23199,R,ugm-3,47.42191,R,ugm-3,83.04380,R,ugm-3,12.24029,R,ugm-3,36.816,R,ugm-3 (Ref.eq),2.70,R,ugm-3,3.70,R,ugm-3,2.50,R,ugm-3,2.90,R,ugm-3,1.70,R,ugm-3,4.40,R,ugm-3,3.10,R,ugm-3
01-01-2021,02:00,31.825,R,ugm-3 (FIDAS),8.39058,R,ugm-3,30.00262,R,ugm-3,42.86800,R,ugm-3,24.81320,R,ugm-3,27.642,R,ugm-3 (Ref.eq),1.70,R,ugm-3,2.20,R,ugm-3,1.60,R,ugm-3,1.80,R,ugm-3,0.80,R,ugm-3,2.40,R,ugm-3,1.90,R,ugm-3
01-01-2021,03:00,24.775,R,ugm-3 (FIDAS),6.42827,R,ugm-3,28.14480,R,ugm-3,38.00134,R,ugm-3,21.25421,R,ugm-3,22.689,R,ugm-3 (Ref.eq),1.20,R,ugm-3,1.50,R,ugm-3,1.10,R,ugm-3,1.30,R,ugm-3,0.30,R,ugm-3,1.50,R,ugm-3,1.30,R,ugm-3
01-01-2021,04:00,24.300,R,ugm-3 (FIDAS),4.05996,R,ugm-3,25.51163,R,ugm-3,31.73682,R,ugm-3,22.95055,R,ugm-3,22.123,R,ugm-3 (Ref.eq),1.00,R,ugm-3,1.20,R,ugm-3,0.90,R,ugm-3,1.00,R,ugm-3,0.20,R,ugm-3,1.20,R,ugm-3,1.10,R,ugm-3
01-01-2021,05:00,19.825,R,ugm-3 (FIDAS),4.26296,R,ugm-3,25.76987,R,ugm-3,32.30632,R,ugm-3,20.70539,R,ugm-3,18.326,R,ugm-3 (Ref.eq),1.00,R,ugm-3,1.20,R,ugm-3,1.00,R,ugm-3,1.10,R,ugm-3,0.30,R,ugm-3,1.30,R,ugm-3,1.10,R,ugm-3
01-01-2021,06:00,22.875,R,ugm-3 (FIDAS),9.33791,R,ugm-3,30.05149,R,ugm-3,44.36942,R,ugm-3,14.41893,R,ugm-3,21.109,R,ugm-3 (Ref.eq),1.20,R,ugm-3,1.40,R,ugm-3,1.10,R,ugm-3,1.20,R,ugm-3,0.40,R,ugm-3,1.60,R,ugm-3,1.30,R,ugm-3
01-01-2021,07:00,24.425,R,ugm-3 (FIDAS),5.34561,R,ugm-3,30.58144,R,ugm-3,38.77794,R,ugm-3,13.87012,R,ugm-3,22.311,R,ugm-3 (Ref.eq),1.20,R,ugm-3,1.40,R,ugm-3,1.10,R,ugm-3,1.20,R,ugm-3,0.40,R,ugm-3,1.60,R,ugm-3,1.30,R,ugm-3
01-01-2021,08:00,23.125,R,ugm-3 (FIDAS),7.44326,R,ugm-3,29.85020,R,ugm-3,41.26304,R,ugm-3,11.92431,R,ugm-3,20.519,R,ugm-3 (Ref.eq),1.30,R,ugm-3,1.60,R,ugm-3,1.20,R,ugm-3,1.40,R,ugm-3,0.40,R,ugm-3,1.80,R,ugm-3,1.50,R,ugm-3
01-01-2021,09:00,24.525,R,ugm-3 (FIDAS),10.58973,R,ugm-3,31.23844,R,ugm-3,47.47579,R,ugm-3,8.88087,R,ugm-3,21.014,R,ugm-3 (Ref.eq),1.70,R,ugm-3,2.00,R,ugm-3,1.60,R,ugm-3,1.80,R,ugm-3,0.40,R,ugm-3,2.10,R,ugm-3,1.90,R,ugm-3
